num,time,result,l1,l1x,l2,l2x,l3
11014,2011-01-31,02 14 20 21 24 02 09,5,29,741,0,0
11013,2011-01-29,05 08 14 28 30 04 06,28,78,"1,508",0,0
11012,2011-01-26,03 12 19 25 30 08 11,61,64,"1,745",2,0
11011,2011-01-24,02 17 23 24 30 02 09,6,72,"1,108",0,0
11010,2011-01-22,04 08 10 14 27 05 07,6,44,790,0,0
11009,2011-01-19,09 10 11 14 24 03 08,6,60,822,1,0
11008,2011-01-17,01 23 26 27 30 05 06,6,54,"1,175",2,1
11007,2011-01-15,14 24 32 33 35 02 09,20,79,"1,530",0,0
11006,2011-01-12,02 08 16 26 35 11 12,12,19,"1,053",8,8
11005,2011-01-10,01 07 25 27 30 07 12,11,29,634,0,0
11004,2011-01-08,07 08 10 23 25 07 09,8,50,"1,217",0,0
11003,2011-01-05,01 24 27 30 31 01 06,19,100,907,1,0
11002,2011-01-03,11 13 27 28 29 02 06,23,64,"1,735",0,0
11001,2011-01-01,07 08 15 32 34 05 12,19,76,"1,488",2,0
10153,2010-12-29,06 07 16 24 35 04 06,17,48,"1,076",1,0
10152,2010-12-27,02 05 18 22 23 07 12,14,43,732,1,0
10151,2010-12-25,01 10 32 33 35 03 08,25,84,"1,649",10,7
10150,2010-12-22,05 24 28 29 35 01 09,10,39,"1,058",0,0
10149,2010-12-20,05 22 24 25 30 01 06,14,42,930,1,1
10148,2010-12-18,03 04 08 10 35 02 06,26,63,842,0,0
10147,2010-12-15,01 15 19 21 23 11 12,10,25,568,0,0
10146,2010-12-13,14 17 30 31 34 04 10,9,58,"1,167",0,0
10145,2010-12-11,18 19 27 28 33 03 06,11,259,"2,093",5,1
10144,2010-12-08,02 11 16 22 31 10 11,11,32,812,0,0
10143,2010-12-06,10 16 18 22 27 06 08,10,38,"1,101",2,0
10142,2010-12-04,10 11 19 21 27 04 06,13,57,"1,186",1,0
10141,2010-12-01,05 11 17 23 33 03 10,24,84,"1,623",3,1
10140,2010-11-29,06 18 20 30 31 03 06,48,75,"2,239",0,0
10139,2010-11-27,03 13 16 19 29 07 09,17,80,"1,144",3,2
10138,2010-11-24,08 12 14 19 27 05 06,19,82,"1,741",3,0
10137,2010-11-22,22 27 28 33 35 09 11,20,88,"2,200",6,0
10136,2010-11-20,03 13 18 30 33 07 08,9,146,"1,804",2,1
10135,2010-11-17,14 17 19 26 32 03 04,18,13,756,0,0
10134,2010-11-15,09 12 13 19 30 04 05,11,88,"2,449",1,0
10133,2010-11-13,11 16 17 21 22 03 06,4,31,719,1,0
10132,2010-11-10,18 21 23 25 29 06 11,13,23,647,1,0
10131,2010-11-08,10 15 22 28 29 04 12,16,50,"1,102",0,0
10130,2010-11-06,05 06 09 10 34 08 11,7,61,"1,076",0,0
10129,2010-11-03,14 15 24 25 26 03 07,13,137,"1,992",3,1
10128,2010-11-01,06 17 19 29 35 02 08,34,156,"2,265",5,1
10127,2010-10-30,03 22 24 30 33 04 10,30,73,942,1,0
10126,2010-10-27,03 05 09 13 33 05 11,12,42,852,0,0
10125,2010-10-25,01 07 09 14 19 09 12,7,24,844,0,0
10124,2010-10-23,01 09 27 29 34 01 06,12,30,"1,021",0,0
10123,2010-10-20,18 20 30 32 33 01 11,9,199,"1,925",2,0
10122,2010-10-18,05 06 11 13 26 02 07,24,54,873,3,1
10121,2010-10-16,21 22 31 32 34 02 12,51,51,"1,090",3,1
10120,2010-10-13,08 10 18 34 35 06 10,14,53,"1,537",4,1
10119,2010-10-11,05 13 14 23 26 02 03,46,45,"1,058",0,0
10118,2010-10-09,19 22 23 29 35 08 10,13,98,"1,343",2,1
10117,2010-10-06,04 06 21 27 34 05 09,5,100,990,1,0
10116,2010-10-04,14 22 27 28 35 04 10,5,50,"1,173",0,0
10115,2010-10-02,05 07 10 15 32 03 08,5,39,704,1,1
10114,2010-09-29,03 07 22 25 35 03 11,6,22,725,0,0
10113,2010-09-27,05 16 22 23 32 04 10,30,75,"2,279",1,0
10112,2010-09-25,14 15 18 34 35 08 10,19,41,"1,213",0,0
10111,2010-09-22,03 06 13 14 29 01 02,17,39,872,1,0
10110,2010-09-20,21 29 30 33 35 07 11,27,169,"3,837",5,1
10109,2010-09-18,01 02 08 11 25 10 12,9,30,968,1,0
10108,2010-09-15,01 10 13 19 34 09 12,4,25,579,0,0
10107,2010-09-13,14 17 22 27 34 03 05,2,53,548,0,0
10106,2010-09-11,05 27 28 29 34 09 12,11,156,"1,789",1,0
10105,2010-09-08,05 17 26 27 35 08 09,13,49,"1,678",3,0
10104,2010-09-06,14 25 30 32 33 01 11,11,27,"1,037",0,0
10103,2010-09-04,10 14 29 30 35 05 08,9,111,"1,370",1,1
10102,2010-09-01,04 15 19 24 35 01 10,13,16,533,1,0
10101,2010-08-30,11 15 22 27 35 05 08,5,22,618,1,0
10100,2010-08-28,19 20 30 33 35 06 08,21,46,854,3,0
10099,2010-08-25,03 11 17 21 30 01 08,25,25,605,0,0
10098,2010-08-23,02 03 12 13 25 01 07,12,29,730,3,1
10097,2010-08-21,09 17 21 28 29 02 08,24,67,977,0,0
10096,2010-08-18,04 09 24 30 35 01 10,8,33,816,2,0
10095,2010-08-16,12 14 16 19 25 01 06,5,34,638,0,0
10094,2010-08-14,20 32 33 34 35 06 07,71,320,"3,837",15,2
10093,2010-08-11,02 04 09 28 29 05 08,8,35,758,1,0
10092,2010-08-09,02 15 29 30 34 02 12,21,95,"1,269",2,1
10091,2010-08-07,06 10 23 26 31 05 07,6,17,795,0,0
10090,2010-08-04,08 24 26 31 32 07 09,14,67,"1,524",0,0
10089,2010-08-02,04 10 13 18 23 08 10,10,46,993,0,0
10088,2010-07-31,03 05 14 30 35 03 06,8,52,875,0,0
10087,2010-07-28,01 12 20 21 24 02 08,3,62,986,1,0
10086,2010-07-26,01 02 12 19 35 05 07,7,30,815,0,0
10085,2010-07-24,02 10 16 18 34 02 03,2,20,784,0,0
10084,2010-07-21,03 13 14 22 26 02 05,8,29,611,2,0
10083,2010-07-19,07 11 21 22 35 04 07,39,29,792,0,0
10082,2010-07-17,05 08 24 29 30 04 06,4,77,"1,173",1,1
10081,2010-07-14,14 18 20 24 27 05 10,6,26,541,2,0
10080,2010-07-12,08 19 27 29 34 04 10,12,98,"1,544",3,1
10079,2010-07-10,01 04 21 22 24 02 05,8,20,464,1,0
10078,2010-07-07,02 03 15 28 35 01 11,20,29,606,3,0
10077,2010-07-05,06 07 09 17 24 02 12,5,9,464,0,0
10076,2010-07-03,09 12 16 19 35 02 12,7,17,471,1,1
10075,2010-06-30,10 12 17 23 27 05 07,8,32,572,0,0
10074,2010-06-28,03 07 20 27 32 02 12,17,76,923,0,0
10073,2010-06-26,04 09 11 30 32 01 11,24,31,639,1,0
10072,2010-06-23,05 10 17 23 25 03 10,2,54,737,2,2
10071,2010-06-21,07 12 26 30 32 02 07,35,227,"1,824",11,3
10070,2010-06-19,05 14 23 25 28 11 12,18,26,"1,214",0,0
10069,2010-06-16,06 17 18 25 29 08 09,13,66,"1,645",2,0
10068,2010-06-14,11 17 19 20 34 06 10,9,17,611,0,0
10067,2010-06-12,01 11 19 30 32 03 10,22,192,"2,004",1,0
10066,2010-06-09,15 21 22 24 27 01 06,5,16,390,0,0
10065,2010-06-07,05 08 13 14 32 08 11,12,54,"1,411",0,0
10064,2010-06-05,07 10 12 20 21 06 09,8,54,651,4,2
10063,2010-06-02,07 14 16 30 31 03 06,10,35,641,3,1
10062,2010-05-31,06 07 18 30 31 07 08,6,82,"1,057",2,1
10061,2010-05-29,05 12 14 17 22 05 07,8,30,714,0,0
10060,2010-05-26,10 13 22 33 34 01 05,13,21,771,0,0
10059,2010-05-24,06 10 14 25 34 01 03,14,19,508,1,0
10058,2010-05-22,06 15 17 19 30 01 12,8,22,469,0,0
10057,2010-05-19,15 17 24 32 35 07 09,12,31,842,0,0
10056,2010-05-17,05 09 23 25 30 09 12,7,59,"1,087",1,0
10055,2010-05-15,13 14 17 27 32 02 10,16,85,841,1,1
10054,2010-05-12,12 25 29 30 33 10 11,10,62,"1,247",0,0
10053,2010-05-10,09 19 22 26 34 09 11,23,90,"2,549",7,0
10052,2010-05-08,04 06 25 29 32 05 06,8,20,664,0,0
10051,2010-05-05,06 10 20 24 32 06 10,5,40,572,1,0
10050,2010-05-03,07 08 15 30 35 05 10,15,85,764,7,1
10049,2010-05-01,01 25 29 31 33 04 10,12,126,"1,003",5,1
10048,2010-04-28,02 03 10 12 25 03 09,7,68,876,0,0
10047,2010-04-26,04 08 11 30 31 02 08,11,46,"1,089",1,0
10046,2010-04-24,02 15 19 26 27 05 06,10,41,"1,441",1,0
10045,2010-04-21,08 17 18 20 28 09 10,10,33,679,0,0
10044,2010-04-19,06 21 24 28 30 02 07,8,24,540,2,2
10043,2010-04-17,05 08 10 33 35 02 10,7,18,845,1,0
10042,2010-04-14,01 05 19 34 35 06 07,8,34,879,1,0
10041,2010-04-12,16 22 28 29 34 04 12,17,63,"1,386",1,0
10040,2010-04-10,13 20 26 31 35 02 11,18,43,999,4,0
10039,2010-04-07,07 19 26 28 32 01 08,19,21,"1,211",0,0
10038,2010-04-05,08 10 25 29 33 01 02,17,10,590,1,0
10037,2010-04-03,19 21 26 34 35 01 09,5,87,"1,017",1,0
10036,2010-03-31,19 25 28 31 33 01 08,4,30,616,1,0
10035,2010-03-29,14 16 20 31 34 01 07,6,29,625,1,1
10034,2010-03-27,01 06 19 25 26 03 09,13,36,693,11,0
10033,2010-03-24,12 19 28 29 30 05 08,18,137,"2,091",6,1
10032,2010-03-22,13 16 23 24 33 07 11,13,26,751,1,0
10031,2010-03-20,05 13 16 17 35 06 08,1,31,704,5,5
10030,2010-03-17,10 12 19 32 35 02 07,13,224,"1,473",10,4
10029,2010-03-15,21 22 33 34 35 03 04,112,120,"2,983",11,0
10028,2010-03-13,01 02 07 20 35 01 03,23,26,859,0,0
10027,2010-03-10,05 23 26 32 34 02 09,16,167,"1,450",5,0
10026,2010-03-08,05 23 25 31 35 07 10,4,49,633,1,1
10025,2010-03-06,09 11 13 14 25 01 07,21,34,"1,120",4,0
10024,2010-03-03,03 14 19 24 25 04 11,8,109,"1,166",4,0
10023,2010-03-01,11 13 29 32 33 02 08,48,96,"1,348",3,0
10022,2010-02-27,02 11 13 14 25 02 05,12,28,756,0,0
10021,2010-02-24,11 20 23 24 25 07 09,18,40,"1,071",7,5
10020,2010-02-22,08 18 26 32 33 01 06,20,30,"1,019",0,0
10019,2010-02-20,03 11 19 26 27 02 09,11,53,"1,008",1,1
10018,2010-02-10,03 10 26 32 33 04 12,24,33,867,0,0
10017,2010-02-08,13 21 23 27 34 09 12,10,28,961,1,0
10016,2010-02-06,10 12 20 23 32 04 10,20,19,908,1,0
10015,2010-02-03,03 10 14 18 28 08 10,9,26,"1,087",1,0
10014,2010-02-01,18 19 30 33 35 02 04,30,30,759,0,0
10013,2010-01-30,18 21 22 26 34 09 12,12,49,957,0,0
10012,2010-01-27,20 24 30 31 33 05 12,7,36,754,2,0
10011,2010-01-25,02 03 11 27 32 08 11,11,45,910,0,0
10010,2010-01-23,15 22 24 32 35 02 09,8,55,942,3,0
10009,2010-01-20,02 05 13 27 32 03 11,5,20,810,1,0
10008,2010-01-18,11 23 25 31 32 05 11,6,32,"1,039",1,0
10007,2010-01-16,07 23 26 29 32 08 11,17,94,"1,628",4,2
10006,2010-01-13,03 13 19 30 34 02 05,7,17,596,1,0
10005,2010-01-11,04 17 19 22 30 02 03,11,17,826,1,0
10004,2010-01-09,03 06 21 24 34 04 06,14,55,"1,236",1,0
10003,2010-01-06,05 14 23 27 30 02 08,21,24,684,1,1
10002,2010-01-04,04 23 25 26 30 07 10,14,27,583,0,0
10001,2010-01-02,02 06 07 12 27 02 08,7,67,"1,246",2,0
09153,2009-12-30,21 22 30 32 34 03 07,14,22,806,0,0
09152,2009-12-28,01 23 29 30 32 07 12,3,26,664,0,0
09151,2009-12-26,03 08 14 30 31 04 09,32,237,"2,444",11,3
09150,2009-12-23,04 11 18 25 34 05 07,15,28,"1,208",0,0
09149,2009-12-21,01 03 10 12 20 02 07,8,101,854,2,0
09148,2009-12-19,02 04 13 14 33 01 09,13,42,"1,186",1,0
09147,2009-12-16,06 12 18 22 29 05 08,17,161,"1,395",2,0
09146,2009-12-14,11 17 23 24 25 03 06,16,42,656,1,0
09145,2009-12-12,05 11 14 22 35 03 10,12,79,"1,028",1,0
09144,2009-12-09,18 26 32 33 34 04 06,17,75,"2,091",3,0
09143,2009-12-07,01 09 10 11 22 01 12,36,33,"1,177",1,1
09142,2009-12-05,05 06 13 24 31 03 11,16,201,"1,878",9,6
09141,2009-12-02,13 14 21 30 33 02 08,12,65,960,1,0
09140,2009-11-30,07 08 19 26 30 01 12,24,57,"1,418",1,0
09139,2009-11-28,14 16 20 22 32 05 09,4,60,660,1,0
09138,2009-11-25,03 04 14 28 32 09 10,11,57,"1,302",3,2
09137,2009-11-23,12 28 29 30 34 01 09,18,76,"1,840",2,1
09136,2009-11-21,07 13 23 24 29 06 10,33,148,"1,916",2,0
09135,2009-11-18,06 08 15 20 32 05 06,10,63,"1,739",1,0
09134,2009-11-16,02 16 19 28 33 07 11,36,77,"1,340",2,0
09133,2009-11-14,01 08 24 27 34 10 11,17,54,825,1,0
09132,2009-11-11,02 10 12 15 28 04 07,9,27,739,1,0
09131,2009-11-09,02 03 08 33 34 03 11,20,49,"1,498",0,0
09130,2009-11-07,09 14 25 32 34 02 08,18,62,863,1,0
09129,2009-11-04,02 10 18 32 33 03 08,18,78,"1,339",5,2
09128,2009-11-02,06 21 28 32 34 04 07,9,58,956,0,0
09127,2009-10-31,05 09 27 32 34 05 08,58,118,"1,439",4,1
09126,2009-10-28,14 23 27 28 33 08 12,18,63,"1,065",0,0
09125,2009-10-26,08 20 23 29 31 02 11,19,39,766,0,0
09124,2009-10-24,01 03 14 32 35 07 11,30,74,853,0,0
09123,2009-10-21,10 21 28 29 32 06 10,33,122,"1,686",0,0
09122,2009-10-19,01 02 11 31 33 05 06,8,51,817,2,0
09121,2009-10-17,04 05 08 11 22 02 10,22,43,719,8,8
09120,2009-10-14,11 23 27 28 32 02 05,2,128,"3,871",0,0
09119,2009-10-12,03 12 22 23 28 04 12,8,148,"2,921",1,0
09118,2009-10-10,10 17 18 21 34 05 11,7,199,"3,189",0,0
09117,2009-10-07,07 21 29 31 33 09 10,9,227,"5,931",2,1
09116,2009-10-05,12 15 23 30 33 09 12,15,149,"3,452",2,0
09115,2009-10-03,01 02 06 08 26 05 12,6,75,"1,643",0,0
09114,2009-09-30,02 08 25 29 33 03 07,14,164,"3,561",4,1
09113,2009-09-28,03 04 10 18 27 06 08,2,353,"7,933",0,0
09112,2009-09-26,02 08 12 34 35 04 05,7,100,"2,238",0,0
09111,2009-09-23,04 11 13 19 35 10 12,14,149,"2,129",1,0
09110,2009-09-21,22 28 30 31 34 07 09,7,170,"5,090",0,0
09109,2009-09-19,02 11 13 26 35 06 10,11,105,"3,073",1,0
09108,2009-09-16,01 09 14 29 30 07 10,17,142,"4,257",0,0
09107,2009-09-14,11 12 33 34 35 01 10,12,214,"4,442",1,0
09106,2009-09-12,11 21 22 25 34 06 09,13,116,"2,447",0,0
09105,2009-09-09,01 25 26 34 35 06 11,10,124,"5,061",0,0
09104,2009-09-07,15 25 29 32 33 10 11,11,220,"4,380",0,0
09103,2009-09-05,16 20 28 32 33 01 02,6,103,"3,532",0,0
09102,2009-09-02,11 13 29 32 35 10 12,5,278,"5,945",0,0
09101,2009-08-31,02 10 14 22 26 04 09,8,279,"2,551",1,0
09100,2009-08-29,16 20 25 29 33 01 08,6,108,"2,766",0,0
09099,2009-08-26,03 09 21 23 33 06 10,4,113,"2,363",0,0
09098,2009-08-24,11 17 19 25 26 02 10,5,274,"2,968",4,2
09097,2009-08-22,06 13 14 22 25 01 04,10,61,"3,117",0,0
09096,2009-08-19,07 12 28 32 33 01 03,10,87,"3,334",0,0
09095,2009-08-17,08 18 24 30 33 01 06,1,174,"3,619",2,0
09094,2009-08-15,01 05 21 23 29 05 12,10,102,"2,309",0,0
09093,2009-08-12,07 09 22 30 33 09 11,6,298,"6,634",1,0
09092,2009-08-10,10 21 22 27 29 08 12,15,145,"3,244",0,0
09091,2009-08-08,01 05 17 32 34 03 07,5,110,"2,651",1,0
09090,2009-08-05,18 25 30 33 34 04 10,2,256,"3,082",2,0
09089,2009-08-03,03 06 11 19 27 02 07,13,237,"3,143",1,0
09088,2009-08-01,13 16 27 32 34 03 09,10,173,"3,481",2,0
09087,2009-07-29,10 24 28 30 33 01 10,2,162,"3,129",0,0
09086,2009-07-27,01 02 07 26 29 10 12,4,79,"2,541",1,0
09085,2009-07-25,06 13 27 33 34 09 12,18,441,"5,848",1,0
09084,2009-07-22,05 09 19 26 35 02 10,4,92,"2,269",0,0
09083,2009-07-20,02 05 28 34 35 01 07,5,114,"2,211",0,0
09082,2009-07-18,05 11 26 29 32 08 11,9,254,"7,272",3,0
09081,2009-07-15,02 15 20 25 33 03 06,21,184,"3,691",1,0
09080,2009-07-13,07 16 19 29 35 02 11,6,152,"2,877",0,0
09079,2009-07-11,01 02 07 13 34 04 10,4,112,"1,322",0,0
09078,2009-07-08,11 23 26 31 34 05 11,6,86,"2,167",2,0
09077,2009-07-06,07 20 28 32 34 06 08,1,303,"3,042",2,0
09076,2009-07-04,03 09 11 18 24 04 05,5,180,"3,955",1,0
09075,2009-07-01,01 07 11 32 33 09 11,3,86,"2,838",0,0
09074,2009-06-29,15 17 19 23 32 01 11,0,38,"1,493",0,0
09073,2009-06-27,01 10 19 21 30 01 04,11,157,"2,781",2,0
09072,2009-06-24,23 26 29 32 33 05 10,10,440,"5,937",1,0
09071,2009-06-22,04 20 29 30 33 02 11,7,142,"2,667",0,0
09070,2009-06-20,10 21 24 30 31 03 10,8,224,"3,640",1,0
09069,2009-06-17,14 16 27 30 33 08 12,11,62,"3,566",1,0
09068,2009-06-15,02 12 15 20 28 01 12,9,77,"1,548",0,0
09067,2009-06-13,03 06 25 28 32 02 05,10,121,"2,618",0,0
09066,2009-06-10,01 08 19 24 31 06 12,6,160,"2,899",1,0
09065,2009-06-08,01 12 24 27 32 02 11,14,155,"2,907",0,0
09064,2009-06-06,06 10 11 17 34 11 12,1,64,"1,935",0,0
09063,2009-06-03,05 06 18 21 22 01 07,4,99,"2,351",0,0
09062,2009-06-01,04 22 23 29 31 05 11,16,188,"3,781",0,0
09061,2009-05-30,02 10 21 26 34 02 10,4,134,"2,440",1,0
09060,2009-05-27,18 28 29 30 31 04 08,9,245,"5,314",2,0
09059,2009-05-25,02 13 14 29 33 04 11,4,255,"2,791",4,0
09058,2009-05-23,08 10 14 27 32 02 07,5,159,"2,378",0,0
09057,2009-05-20,06 15 22 27 30 02 09,13,467,"5,889",14,3
09056,2009-05-18,04 13 17 32 35 03 06,21,129,"4,752",0,0
09055,2009-05-16,05 08 14 23 24 05 06,11,82,"2,856",0,0
09054,2009-05-13,02 12 19 29 30 07 12,20,137,"5,202",3,1
09053,2009-05-11,05 09 24 31 33 05 06,22,128,"4,877",0,0
09052,2009-05-09,23 24 30 34 35 01 03,12,136,"4,147",1,0
09051,2009-05-06,03 11 22 26 29 05 12,5,103,"2,836",0,0
09050,2009-05-04,05 15 28 32 33 08 09,9,118,"3,765",1,1
09049,2009-05-02,05 16 28 29 34 11 12,10,58,"2,213",1,0
09048,2009-04-29,05 06 22 25 27 11 12,5,88,"2,738",0,0
09047,2009-04-27,13 18 21 24 29 03 06,15,80,"1,824",0,0
09046,2009-04-25,01 09 24 34 35 04 09,4,229,"2,970",2,0
09045,2009-04-22,01 09 14 24 35 06 09,3,115,"2,252",0,0
09044,2009-04-20,01 07 18 29 34 03 09,6,449,"5,072",1,0
09043,2009-04-18,05 21 22 32 35 02 05,18,166,"4,723",1,1
09042,2009-04-15,11 24 25 26 31 02 07,13,375,"4,926",2,1
09041,2009-04-13,05 09 20 23 29 04 10,19,130,"2,508",0,0
09040,2009-04-11,03 16 30 32 33 01 10,4,94,"2,970",0,0
09039,2009-04-08,01 03 07 10 33 03 04,5,108,"3,401",1,1
09038,2009-04-06,06 17 20 29 32 04 05,11,203,"8,797",1,0
09037,2009-04-04,17 18 19 25 31 01 11,9,64,"2,135",0,0
09036,2009-04-01,02 12 26 31 33 09 10,6,100,"2,702",0,0
09035,2009-03-30,03 07 09 28 33 03 08,5,297,"5,357",1,0
09034,2009-03-28,05 19 31 32 35 04 09,17,"1,771","12,948",14,1
09033,2009-03-25,02 08 18 21 32 08 11,5,181,"2,919",0,0
09032,2009-03-23,04 12 20 26 29 06 10,9,234,"4,066",1,0
09031,2009-03-21,07 11 19 21 22 01 11,22,110,"2,685",0,0
09030,2009-03-18,01 07 27 30 32 01 04,7,99,"2,258",0,0
09029,2009-03-16,03 04 13 17 24 04 11,14,66,"1,727",1,0
09028,2009-03-14,06 20 30 32 35 09 11,15,588,"6,435",11,1
09027,2009-03-11,03 22 26 33 34 09 10,3,82,"2,097",0,0
09026,2009-03-09,24 30 31 32 34 10 12,24,301,"5,859",4,1
09025,2009-03-07,03 17 22 23 33 04 10,13,159,"2,733",3,0
09024,2009-03-04,29 31 32 33 35 10 11,87,297,"11,746",12,3
09023,2009-03-02,15 17 21 27 33 07 11,5,122,"1,815",0,0
09022,2009-02-28,12 14 17 34 35 04 11,4,203,"3,234",0,0
09021,2009-02-25,01 15 31 32 34 03 08,8,507,"4,859",3,0
09020,2009-02-23,05 16 18 32 35 02 11,8,135,"2,480",0,0
09019,2009-02-21,04 29 31 32 35 04 10,5,512,"6,590",2,1
09018,2009-02-18,01 06 13 28 29 03 09,17,184,"3,377",2,0
09017,2009-02-16,05 11 23 26 33 04 12,16,86,"2,293",1,0
09016,2009-02-14,10 11 20 26 27 09 11,10,49,"2,342",1,0
09015,2009-02-11,01 05 10 16 27 03 04,12,141,"3,613",2,0
09014,2009-02-09,08 14 15 25 26 07 09,15,152,"3,123",0,0
09013,2009-02-07,05 24 26 30 35 05 12,0,104,"1,990",0,0
09012,2009-02-04,02 05 20 25 31 10 12,1,59,"1,923",1,0
09011,2009-02-02,02 11 13 14 21 02 04,9,43,"1,487",0,0
09010,2009-01-24,02 09 12 21 29 07 11,9,181,"3,251",0,0
09009,2009-01-21,12 18 23 26 32 06 09,15,222,"3,345",4,1
09008,2009-01-19,04 17 21 29 31 02 12,8,68,"2,119",1,0
09007,2009-01-17,06 14 15 29 35 06 11,25,253,"3,693",1,0
09006,2009-01-14,02 04 22 31 35 09 12,26,105,"3,164",0,0
09005,2009-01-12,10 11 15 31 32 05 08,11,229,"2,074",0,0
09004,2009-01-10,01 03 22 32 35 06 10,2,146,"2,756",0,0
09003,2009-01-07,16 18 23 30 32 02 11,7,59,"1,460",0,0
09002,2009-01-05,01 04 07 12 30 05 10,2,72,"1,665",0,0
09001,2009-01-03,01 15 23 27 30 04 10,7,133,"3,771",2,2
08154,2008-12-31,05 07 10 29 32 04 06,15,391,"8,362",4,0
08153,2008-12-29,02 04 06 25 26 02 05,5,151,"2,894",1,0
08152,2008-12-27,03 05 14 20 33 07 11,4,127,"3,153",2,0
08151,2008-12-24,07 10 27 31 34 08 09,22,150,"3,773",0,0
